SUBDIVISION,YEAR,ANNUAL
coastal andhra pradesh,1966,954.7
coastal andhra pradesh,1967,843.2
coastal andhra pradesh,1968,839.0000000000001
coastal andhra pradesh,1969,1279.7
coastal andhra pradesh,1970,1064.0
coastal andhra pradesh,1971,1033.2
coastal andhra pradesh,1972,1028.3999999999999
coastal andhra pradesh,1973,859.0
coastal andhra pradesh,1974,944.9000000000001
coastal andhra pradesh,1975,1192.3999999999999
coastal andhra pradesh,1976,1090.1
coastal andhra pradesh,1977,1132.8
coastal andhra pradesh,1978,1038.2
coastal andhra pradesh,1979,934.2000000000002
coastal andhra pradesh,1980,1014.8
coastal andhra pradesh,1981,929.3000000000001
coastal andhra pradesh,1982,888.5
coastal andhra pradesh,1983,1195.9
coastal andhra pradesh,1984,785.3
coastal andhra pradesh,1985,967.6
coastal andhra pradesh,1986,1009.8999999999999
coastal andhra pradesh,1987,1079.8
coastal andhra pradesh,1988,1164.8999999999999
coastal andhra pradesh,1989,1030.1
coastal andhra pradesh,1990,1611.3
coastal andhra pradesh,1991,1122.2
coastal andhra pradesh,1992,1000.9
coastal andhra pradesh,1993,869.7
coastal andhra pradesh,1994,1154.8999999999999
coastal andhra pradesh,1995,1351.9999999999998
coastal andhra pradesh,1996,1210.8000000000002
coastal andhra pradesh,1997,971.9000000000002
coastal andhra pradesh,1998,1310.6999999999998
coastal andhra pradesh,1999,825.1999999999999
coastal andhra pradesh,2000,992.3
coastal andhra pradesh,2001,1009.5000000000001
coastal andhra pradesh,2002,703.2
coastal andhra pradesh,2003,1097.0
coastal andhra pradesh,2004,873.8000000000001
coastal andhra pradesh,2005,1221.6000000000001
coastal andhra pradesh,2006,1159.6000000000001
coastal andhra pradesh,2007,1099.4
coastal andhra pradesh,2008,1107.5
coastal andhra pradesh,2009,790.5
coastal andhra pradesh,2010,1712.5000000000002
coastal andhra pradesh,2011,861.8
coastal andhra pradesh,2012,1318.3
coastal andhra pradesh,2013,1120.3999999999999
coastal andhra pradesh,2014,875.1000000000001
coastal andhra pradesh,2015,1011.0000000000002
telangana,1901,827.7
telangana,1902,630.4000000000001
telangana,1903,1283.4999999999998
telangana,1904,526.7
telangana,1905,724.8000000000001
telangana,1906,855.2999999999998
telangana,1907,843.5999999999999
telangana,1908,982.8000000000001
telangana,1909,769.5
telangana,1910,975.8
telangana,1911,662.0
telangana,1912,743.8
telangana,1913,732.1000000000001
telangana,1914,1083.4
telangana,1915,1022.0
telangana,1916,1162.6999999999998
telangana,1917,1205.9
telangana,1918,554.8
telangana,1919,894.5
telangana,1920,436.79999999999995
telangana,1921,1003.4
telangana,1922,767.7
telangana,1923,786.3
telangana,1924,944.4
telangana,1925,1167.8999999999996
telangana,1926,763.5
telangana,1927,1005.6
telangana,1928,1006.3
telangana,1929,790.6999999999999
telangana,1930,835.9
telangana,1931,1183.0
telangana,1932,949.9
telangana,1933,1396.1000000000001
telangana,1934,928.0
telangana,1935,898.5000000000001
telangana,1936,1156.8999999999999
telangana,1937,866.0000000000001
telangana,1938,1175.4
telangana,1939,740.0999999999999
telangana,1940,1082.6
telangana,1941,594.4000000000001
telangana,1942,906.9999999999999
telangana,1943,899.4
telangana,1944,960.4
telangana,1945,1027.5
telangana,1946,822.9
telangana,1947,1005.5
telangana,1948,915.0
telangana,1949,1038.6000000000001
telangana,1950,761.4
telangana,1951,900.8000000000001
telangana,1952,729.8000000000001
telangana,1953,1272.0
telangana,1954,928.4000000000001
telangana,1955,1203.2
telangana,1956,1120.6
telangana,1957,983.1999999999999
telangana,1958,1113.8000000000002
telangana,1959,1224.2
telangana,1960,839.5
telangana,1961,1146.6000000000001
telangana,1962,1138.7
telangana,1963,1010.1999999999999
telangana,1964,887.5
telangana,1965,778.8000000000001
telangana,1966,971.0
telangana,1967,942.1
telangana,1968,748.5
telangana,1969,1047.1000000000001
telangana,1970,970.2
telangana,1971,729.1999999999999
telangana,1972,670.8
telangana,1973,1042.3999999999999
telangana,1974,830.2
telangana,1975,1215.7
telangana,1976,1035.6999999999998
telangana,1977,808.5
telangana,1978,1311.8
telangana,1979,791.7
telangana,1980,922.5
telangana,1981,1143.8
telangana,1982,933.1999999999999
telangana,1983,1497.4
telangana,1984,742.6
telangana,1985,785.8
telangana,1986,1007.3000000000001
telangana,1987,977.0000000000001
telangana,1988,1544.8000000000004
telangana,1989,1161.0000000000002
telangana,1990,1425.4999999999998
telangana,1991,848.9999999999999
telangana,1992,863.5
telangana,1993,885.6
telangana,1994,975.9000000000001
telangana,1995,1285.8999999999999
telangana,1996,986.8000000000001
telangana,1997,855.9
telangana,1998,1093.1000000000001
telangana,1999,863.6000000000001
telangana,2000,1077.9
telangana,2001,922.1999999999999
telangana,2002,765.3
telangana,2003,963.3000000000001
telangana,2004,667.0999999999999
telangana,2005,1163.0
telangana,2006,1052.9
telangana,2007,843.3
telangana,2008,1035.3
telangana,2009,666.2000000000002
telangana,2010,1276.5
telangana,2011,753.1000000000001
telangana,2012,1008.6
telangana,2013,1348.7000000000003
telangana,2014,746.4
telangana,2015,857.1999999999999
rayalseema,1901,714.0
rayalseema,1902,818.3999999999999
rayalseema,1903,1138.1999999999998
rayalseema,1904,433.4
rayalseema,1905,703.1999999999999
rayalseema,1906,912.7
rayalseema,1907,640.4
rayalseema,1908,617.1999999999999
rayalseema,1909,870.6999999999999
rayalseema,1910,1001.2
rayalseema,1911,590.6
rayalseema,1912,745.5
rayalseema,1913,616.3
rayalseema,1914,678.3999999999999
rayalseema,1915,923.0
rayalseema,1916,1047.2
rayalseema,1917,933.0999999999999
rayalseema,1918,646.0999999999999
rayalseema,1919,890.5000000000001
rayalseema,1920,674.8
rayalseema,1921,743.6000000000001
rayalseema,1922,770.2
rayalseema,1923,515.8
rayalseema,1924,684.3
rayalseema,1925,865.5
rayalseema,1926,682.5
rayalseema,1927,682.0
rayalseema,1928,711.1999999999999
rayalseema,1929,696.7
rayalseema,1930,995.4999999999999
rayalseema,1931,719.1
rayalseema,1932,635.8000000000001
rayalseema,1933,678.2
rayalseema,1934,611.4
rayalseema,1935,782.3
rayalseema,1936,695.5999999999999
rayalseema,1937,775.3999999999999
rayalseema,1938,674.5
rayalseema,1939,798.2
rayalseema,1940,904.5999999999999
rayalseema,1941,653.3000000000001
rayalseema,1942,536.9
rayalseema,1943,1036.7
rayalseema,1944,917.6
rayalseema,1945,604.0
rayalseema,1946,953.7
rayalseema,1947,624.4
rayalseema,1948,608.6999999999999
rayalseema,1949,826.6
rayalseema,1950,510.8999999999999
rayalseema,1951,538.4000000000001
rayalseema,1952,701.4000000000001
rayalseema,1953,795.5999999999999
rayalseema,1954,785.2
rayalseema,1955,816.4
rayalseema,1956,930.8000000000002
rayalseema,1957,571.8000000000001
rayalseema,1958,808.1999999999999
rayalseema,1959,635.6999999999999
rayalseema,1960,744.2
rayalseema,1961,651.4
rayalseema,1962,816.1999999999999
rayalseema,1963,709.0
rayalseema,1964,791.5999999999999
rayalseema,1965,596.1999999999999
rayalseema,1966,904.1
rayalseema,1967,737.8000000000001
rayalseema,1968,623.9999999999999
rayalseema,1969,842.3
rayalseema,1970,776.4000000000001
rayalseema,1971,621.1999999999999
rayalseema,1972,826.0999999999999
rayalseema,1973,689.4000000000001
rayalseema,1974,728.3000000000001
rayalseema,1975,1041.5
rayalseema,1976,817.0000000000001
rayalseema,1977,866.5000000000001
rayalseema,1978,869.0999999999999
rayalseema,1979,813.5000000000001
rayalseema,1980,573.6
rayalseema,1981,785.3000000000002
rayalseema,1982,595.4000000000001
rayalseema,1983,943.0
rayalseema,1984,732.9999999999999
rayalseema,1985,685.9
rayalseema,1986,580.9
rayalseema,1987,769.3999999999999
rayalseema,1988,842.1999999999999
rayalseema,1989,693.6000000000003
rayalseema,1990,930.7
rayalseema,1991,967.6
rayalseema,1992,596.1
rayalseema,1993,886.8999999999999
rayalseema,1994,690.5
rayalseema,1995,874.3
rayalseema,1996,1277.6999999999998
rayalseema,1997,835.0999999999999
rayalseema,1998,947.9000000000001
rayalseema,1999,537.1999999999999
rayalseema,2000,871.3
rayalseema,2001,924.6
rayalseema,2002,615.3000000000001
rayalseema,2003,725.4000000000001
rayalseema,2004,741.7
rayalseema,2005,1066.4
rayalseema,2006,638.1
rayalseema,2007,980.5999999999999
rayalseema,2008,797.9000000000001
rayalseema,2009,688.3
rayalseema,2010,963.5
rayalseema,2011,738.2
rayalseema,2012,715.1
rayalseema,2013,762.5999999999999
rayalseema,2014,551.9
rayalseema,2015,1047.1000000000001
tamil nadu,1901,960.4
tamil nadu,1902,1138.4
tamil nadu,1903,1163.8
tamil nadu,1904,663.3000000000001
tamil nadu,1905,821.1000000000001
tamil nadu,1906,990.1
tamil nadu,1907,885.6
tamil nadu,1908,765.0
tamil nadu,1909,954.5
tamil nadu,1910,943.6
tamil nadu,1911,815.1
tamil nadu,1912,904.1
tamil nadu,1913,879.0000000000001
tamil nadu,1914,953.3000000000001
tamil nadu,1915,988.6
tamil nadu,1916,897.5
tamil nadu,1917,948.3
tamil nadu,1918,871.8000000000001
tamil nadu,1919,1028.6000000000001
tamil nadu,1920,1154.3
tamil nadu,1921,979.3
tamil nadu,1922,1080.3
tamil nadu,1923,834.1
tamil nadu,1924,895.2
tamil nadu,1925,1013.5
tamil nadu,1926,815.7000000000002
tamil nadu,1927,830.0
tamil nadu,1928,970.8999999999999
tamil nadu,1929,977.6999999999999
tamil nadu,1930,1275.4
tamil nadu,1931,1039.8
tamil nadu,1932,1109.8
tamil nadu,1933,1010.9
tamil nadu,1934,839.7
tamil nadu,1935,893.8
tamil nadu,1936,944.5000000000001
tamil nadu,1937,1019.9999999999999
tamil nadu,1938,782.9999999999999
tamil nadu,1939,1055.8
tamil nadu,1940,1178.5000000000002
tamil nadu,1941,1006.8
tamil nadu,1942,847.3
tamil nadu,1943,1187.4000000000003
tamil nadu,1944,1227.6
tamil nadu,1945,784.0
tamil nadu,1946,1294.1
tamil nadu,1947,939.4
tamil nadu,1948,906.6
tamil nadu,1949,840.4999999999999
tamil nadu,1950,747.5000000000001
tamil nadu,1951,854.9999999999999
tamil nadu,1952,716.2
tamil nadu,1953,968.0
tamil nadu,1954,1016.3000000000001
tamil nadu,1955,1060.6000000000001
tamil nadu,1956,989.8000000000001
tamil nadu,1957,867.0
tamil nadu,1958,852.4999999999999
tamil nadu,1959,894.3
tamil nadu,1960,1013.8000000000001
tamil nadu,1961,910.8000000000001
tamil nadu,1962,941.5999999999999
tamil nadu,1963,1072.7
tamil nadu,1964,910.5999999999999
tamil nadu,1965,921.7
tamil nadu,1966,1166.9
tamil nadu,1967,899.2
tamil nadu,1968,789.4000000000001
tamil nadu,1969,961.8000000000001
tamil nadu,1970,941.9999999999999
tamil nadu,1971,1047.6
tamil nadu,1972,1093.3
tamil nadu,1973,858.7
tamil nadu,1974,652.8
tamil nadu,1975,923.6999999999999
tamil nadu,1976,859.0
tamil nadu,1977,1246.0
tamil nadu,1978,998.9
tamil nadu,1979,1103.3000000000002
tamil nadu,1980,709.2
tamil nadu,1981,1046.0
tamil nadu,1982,678.8000000000001
tamil nadu,1983,1007.9
tamil nadu,1984,1023.6999999999998
tamil nadu,1985,1063.4
tamil nadu,1986,953.0
tamil nadu,1987,963.4
tamil nadu,1988,837.2
tamil nadu,1989,856.6999999999999
tamil nadu,1990,903.2
tamil nadu,1991,954.8
tamil nadu,1992,918.8000000000001
tamil nadu,1993,1082.3
tamil nadu,1994,905.9
tamil nadu,1995,843.4000000000001
tamil nadu,1996,1069.3
tamil nadu,1997,950.5
tamil nadu,1998,1079.8000000000002
tamil nadu,1999,922.6
tamil nadu,2000,972.1999999999999
tamil nadu,2001,483.50000000000006
tamil nadu,2002,317.99999999999994
tamil nadu,2003,348.5
tamil nadu,2004,1037.6
tamil nadu,2005,1365.4
tamil nadu,2006,927.8000000000001
tamil nadu,2007,1067.1000000000001
tamil nadu,2008,1203.3999999999999
tamil nadu,2009,928.5
tamil nadu,2010,1095.3000000000002
tamil nadu,2011,926.7
tamil nadu,2012,636.2
tamil nadu,2013,742.0
tamil nadu,2014,913.0
tamil nadu,2015,1204.6
coastal karnataka,1901,3056.8
coastal karnataka,1902,3699.2000000000003
coastal karnataka,1903,3317.4000000000005
coastal karnataka,1904,3141.1
coastal karnataka,1905,2652.3999999999996
coastal karnataka,1906,2836.0000000000005
coastal karnataka,1907,3535.2
coastal karnataka,1908,3655.5
coastal karnataka,1909,3173.0
coastal karnataka,1910,3020.8
coastal karnataka,1911,2522.3
coastal karnataka,1912,3396.1
coastal karnataka,1913,2836.2
coastal karnataka,1914,3872.7999999999997
coastal karnataka,1915,2648.9
coastal karnataka,1916,3467.8
coastal karnataka,1917,3424.0
coastal karnataka,1918,2510.9
coastal karnataka,1919,2918.1
coastal karnataka,1920,2789.2000000000003
coastal karnataka,1921,3007.4
coastal karnataka,1922,3332.6000000000004
coastal karnataka,1923,3681.1000000000004
coastal karnataka,1924,3528.8000000000006
coastal karnataka,1925,3581.3999999999996
coastal karnataka,1926,2956.399999999999
coastal karnataka,1927,3216.3
coastal karnataka,1928,3339.600000000001
coastal karnataka,1929,3663.3999999999996
coastal karnataka,1930,2912.7999999999993
coastal karnataka,1931,3842.5
coastal karnataka,1932,3423.4
coastal karnataka,1933,4139.400000000001
coastal karnataka,1934,3011.7999999999993
coastal karnataka,1935,2886.1000000000004
coastal karnataka,1936,3324.7999999999997
coastal karnataka,1937,3314.2000000000003
coastal karnataka,1938,3150.9000000000005
coastal karnataka,1939,2744.2000000000003
coastal karnataka,1940,3724.0000000000005
coastal karnataka,1941,2515.100000000001
coastal karnataka,1942,3502.7999999999997
coastal karnataka,1943,3577.1
coastal karnataka,1944,2984.6
coastal karnataka,1945,3079.3999999999996
coastal karnataka,1946,4041.4
coastal karnataka,1947,3338.3
coastal karnataka,1948,3626.6000000000004
coastal karnataka,1949,3362.5
coastal karnataka,1950,3766.1
coastal karnataka,1951,3124.3
coastal karnataka,1952,2896.6
coastal karnataka,1953,3463.3
coastal karnataka,1954,3821.6
coastal karnataka,1955,3552.5
coastal karnataka,1956,3856.3999999999996
coastal karnataka,1957,3174.8
coastal karnataka,1958,3687.5
coastal karnataka,1959,4330.9
coastal karnataka,1960,3504.2999999999997
coastal karnataka,1961,5553.900000000001
coastal karnataka,1962,4017.600000000001
coastal karnataka,1963,3171.4999999999995
coastal karnataka,1964,3140.3999999999996
coastal karnataka,1965,2831.2
coastal karnataka,1966,2976.7000000000003
coastal karnataka,1967,3181.7000000000003
coastal karnataka,1968,3461.1
coastal karnataka,1969,3342.9
coastal karnataka,1970,4041.8999999999996
coastal karnataka,1971,3235.3999999999996
coastal karnataka,1972,2856.9999999999995
coastal karnataka,1973,3126.0
coastal karnataka,1974,3433.500000000001
coastal karnataka,1975,4300.0
coastal karnataka,1976,2934.0000000000005
coastal karnataka,1977,3378.9000000000005
coastal karnataka,1978,3863.0
coastal karnataka,1979,2823.5000000000005
coastal karnataka,1980,3762.1000000000004
coastal karnataka,1981,3848.5999999999995
coastal karnataka,1982,4090.7000000000007
coastal karnataka,1983,3942.1
coastal karnataka,1984,3359.0999999999995
coastal karnataka,1985,3015.7999999999997
coastal karnataka,1986,2934.5
coastal karnataka,1987,2716.1999999999994
coastal karnataka,1988,3466.6
coastal karnataka,1989,3215.6
coastal karnataka,1990,4120.5
coastal karnataka,1991,3719.7
coastal karnataka,1992,3882.1
coastal karnataka,1993,3481.3000000000006
coastal karnataka,1994,4636.3
coastal karnataka,1995,3357.8
coastal karnataka,1996,3188.8
coastal karnataka,1997,3953.5
coastal karnataka,1998,3708.0000000000005
coastal karnataka,1999,3779.8
coastal karnataka,2000,3351.3999999999996
coastal karnataka,2001,3111.7
coastal karnataka,2002,2793.2
coastal karnataka,2003,3071.8999999999996
coastal karnataka,2004,3069.7999999999997
coastal karnataka,2005,3470.8999999999996
coastal karnataka,2006,3837.2999999999997
coastal karnataka,2007,3860.3000000000006
coastal karnataka,2008,3206.4
coastal karnataka,2009,3862.0000000000005
coastal karnataka,2010,3686.7000000000003
coastal karnataka,2011,3908.6000000000004
coastal karnataka,2012,3118.2
coastal karnataka,2013,4229.5
coastal karnataka,2014,3684.5000000000005
coastal karnataka,2015,3105.9
north interior karnataka,1901,772.9000000000001
north interior karnataka,1902,716.1
north interior karnataka,1903,928.4999999999999
north interior karnataka,1904,578.6
north interior karnataka,1905,506.3
north interior karnataka,1906,783.9
north interior karnataka,1907,746.6999999999998
north interior karnataka,1908,595.1
north interior karnataka,1909,675.8000000000001
north interior karnataka,1910,759.4999999999999
north interior karnataka,1911,510.0
north interior karnataka,1912,758.8
north interior karnataka,1913,572.3
north interior karnataka,1914,824.9000000000001
north interior karnataka,1915,753.3
north interior karnataka,1916,1087.8999999999999
north interior karnataka,1917,823.9
north interior karnataka,1918,528.1
north interior karnataka,1919,727.0999999999999
north interior karnataka,1920,470.4
north interior karnataka,1921,583.0
north interior karnataka,1922,508.9
north interior karnataka,1923,602.6999999999999
north interior karnataka,1924,591.2
north interior karnataka,1925,642.8
north interior karnataka,1926,580.9999999999999
north interior karnataka,1927,680.8000000000002
north interior karnataka,1928,768.6
north interior karnataka,1929,598.1
north interior karnataka,1930,632.5999999999999
north interior karnataka,1931,719.2
north interior karnataka,1932,808.7000000000002
north interior karnataka,1933,947.1999999999999
north interior karnataka,1934,591.1
north interior karnataka,1935,714.9000000000001
north interior karnataka,1936,564.6
north interior karnataka,1937,552.4
north interior karnataka,1938,815.1
north interior karnataka,1939,653.9000000000001
north interior karnataka,1940,736.7
north interior karnataka,1941,535.6999999999999
north interior karnataka,1942,585.5
north interior karnataka,1943,879.2
north interior karnataka,1944,722.1999999999999
north interior karnataka,1945,544.0
north interior karnataka,1946,809.0
north interior karnataka,1947,786.4
north interior karnataka,1948,778.6
north interior karnataka,1949,763.3000000000001
north interior karnataka,1950,706.4
north interior karnataka,1951,708.4
north interior karnataka,1952,628.6
north interior karnataka,1953,891.0999999999999
north interior karnataka,1954,683.3000000000001
north interior karnataka,1955,967.0999999999999
north interior karnataka,1956,1038.9
north interior karnataka,1957,837.9
north interior karnataka,1958,751.9000000000001
north interior karnataka,1959,698.5
north interior karnataka,1960,691.6
north interior karnataka,1961,748.6
north interior karnataka,1962,838.8999999999999
north interior karnataka,1963,783.2
north interior karnataka,1964,899.8
north interior karnataka,1965,632.7999999999998
north interior karnataka,1966,723.5999999999999
north interior karnataka,1967,645.8000000000001
north interior karnataka,1968,727.3
north interior karnataka,1969,729.3
north interior karnataka,1970,790.5999999999999
north interior karnataka,1971,612.1
north interior karnataka,1972,499.29999999999995
north interior karnataka,1973,750.7
north interior karnataka,1974,817.1
north interior karnataka,1975,1093.6999999999998
north interior karnataka,1976,561.4000000000001
north interior karnataka,1977,849.9
north interior karnataka,1978,904.8
north interior karnataka,1979,963.1999999999999
north interior karnataka,1980,691.6999999999999
north interior karnataka,1981,877.2
north interior karnataka,1982,681.3999999999999
north interior karnataka,1983,777.8
north interior karnataka,1984,618.2
north interior karnataka,1985,501.1
north interior karnataka,1986,620.4
north interior karnataka,1987,747.1
north interior karnataka,1988,795.6
north interior karnataka,1989,676.0999999999999
north interior karnataka,1990,719.0000000000001
north interior karnataka,1991,720.0
north interior karnataka,1992,668.3
north interior karnataka,1993,731.8
north interior karnataka,1994,643.1000000000001
north interior karnataka,1995,662.4000000000001
north interior karnataka,1996,811.8000000000001
north interior karnataka,1997,1095.7
north interior karnataka,1998,852.5999999999999
north interior karnataka,1999,660.8
north interior karnataka,2000,712.5
north interior karnataka,2001,597.9
north interior karnataka,2002,530.4
north interior karnataka,2003,473.5
north interior karnataka,2004,641.9
north interior karnataka,2005,807.6
north interior karnataka,2006,650.5
north interior karnataka,2007,836.8000000000001
north interior karnataka,2008,712.3999999999999
north interior karnataka,2009,913.4
north interior karnataka,2010,853.1000000000001
north interior karnataka,2011,655.1
north interior karnataka,2012,583.8
north interior karnataka,2013,723.4
north interior karnataka,2014,756.7
north interior karnataka,2015,551.9000000000001
south interior karnataka,1901,1002.9
south interior karnataka,1902,1020.2
south interior karnataka,1903,1269.8999999999999
south interior karnataka,1904,845.9000000000001
south interior karnataka,1905,759.4999999999999
south interior karnataka,1906,1004.7
south interior karnataka,1907,998.4
south interior karnataka,1908,790.1000000000001
south interior karnataka,1909,1087.3
south interior karnataka,1910,1157.1
south interior karnataka,1911,906.2999999999998
south interior karnataka,1912,1149.8999999999996
south interior karnataka,1913,876.3
south interior karnataka,1914,926.6999999999999
south interior karnataka,1915,1031.6999999999998
south interior karnataka,1916,1230.6000000000001
south interior karnataka,1917,1094.3
south interior karnataka,1918,733.4
south interior karnataka,1919,1011.3
south interior karnataka,1920,828.8
south interior karnataka,1921,986.1000000000001
south interior karnataka,1922,897.1000000000001
south interior karnataka,1923,990.4
south interior karnataka,1924,1127.1
south interior karnataka,1925,982.3999999999997
south interior karnataka,1926,897.0000000000001
south interior karnataka,1927,863.8000000000001
south interior karnataka,1928,950.4
south interior karnataka,1929,1035.0
south interior karnataka,1930,993.4
south interior karnataka,1931,1012.5000000000001
south interior karnataka,1932,1270.2000000000003
south interior karnataka,1933,1328.9999999999998
south interior karnataka,1934,786.3
south interior karnataka,1935,954.7
south interior karnataka,1936,958.3
south interior karnataka,1937,911.1
south interior karnataka,1938,871.4
south interior karnataka,1939,1024.5
south interior karnataka,1940,1180.0
south interior karnataka,1941,937.6
south interior karnataka,1942,932.8000000000001
south interior karnataka,1943,1137.1
south interior karnataka,1944,1025.6000000000001
south interior karnataka,1945,792.4000000000001
south interior karnataka,1946,1245.1000000000001
south interior karnataka,1947,958.3
south interior karnataka,1948,1074.1
south interior karnataka,1949,876.5000000000001
south interior karnataka,1950,956.4000000000001
south interior karnataka,1951,925.3
south interior karnataka,1952,871.8000000000002
south interior karnataka,1953,1256.0
south interior karnataka,1954,1031.1
south interior karnataka,1955,1002.0000000000001
south interior karnataka,1956,1243.6000000000001
south interior karnataka,1957,1064.8
south interior karnataka,1958,1209.8999999999996
south interior karnataka,1959,1280.8
south interior karnataka,1960,990.0999999999999
south interior karnataka,1961,1409.5
south interior karnataka,1962,1306.9
south interior karnataka,1963,992.9000000000001
south interior karnataka,1964,1169.3999999999999
south interior karnataka,1965,735.0999999999999
south interior karnataka,1966,1010.8999999999999
south interior karnataka,1967,940.1999999999999
south interior karnataka,1968,1001.0
south interior karnataka,1969,1106.5000000000002
south interior karnataka,1970,1073.9
south interior karnataka,1971,1020.1999999999999
south interior karnataka,1972,1064.1
south interior karnataka,1973,1086.5
south interior karnataka,1974,1051.3999999999999
south interior karnataka,1975,1334.3
south interior karnataka,1976,761.3000000000001
south interior karnataka,1977,1207.7999999999997
south interior karnataka,1978,1231.5
south interior karnataka,1979,1120.7
south interior karnataka,1980,1224.9999999999998
south interior karnataka,1981,1184.5
south interior karnataka,1982,1003.5
south interior karnataka,1983,1111.1000000000001
south interior karnataka,1984,1063.9
south interior karnataka,1985,859.4
south interior karnataka,1986,1030.2
south interior karnataka,1987,934.5999999999999
south interior karnataka,1988,1022.1999999999999
south interior karnataka,1989,913.4000000000001
south interior karnataka,1990,848.5
south interior karnataka,1991,1221.1999999999998
south interior karnataka,1992,1201.1000000000001
south interior karnataka,1993,1038.1
south interior karnataka,1994,1157.6999999999998
south interior karnataka,1995,883.2
south interior karnataka,1996,1044.1000000000001
south interior karnataka,1997,1180.1
south interior karnataka,1998,1113.0000000000002
south interior karnataka,1999,1149.7
south interior karnataka,2000,1207.3
south interior karnataka,2001,926.4
south interior karnataka,2002,755.8
south interior karnataka,2003,762.7
south interior karnataka,2004,1133.5
south interior karnataka,2005,1319.3
south interior karnataka,2006,1030.5
south interior karnataka,2007,1231.0
south interior karnataka,2008,1140.6000000000001
south interior karnataka,2009,1158.4
south interior karnataka,2010,1239.8
south interior karnataka,2011,1087.3000000000002
south interior karnataka,2012,878.0
south interior karnataka,2013,1110.6000000000001
south interior karnataka,2014,1184.1000000000001
south interior karnataka,2015,1112.5000000000002
kerala,1901,3248.6000000000004
kerala,1902,3326.5
kerala,1903,3271.4
kerala,1904,3129.6
kerala,1905,2741.7
kerala,1906,2708.0999999999995
kerala,1907,3670.8999999999996
kerala,1908,2648.3
kerala,1909,3050.1
kerala,1910,2848.6
kerala,1911,2726.7999999999997
kerala,1912,3451.3
kerala,1913,2610.7000000000003
kerala,1914,2899.2
kerala,1915,3024.7
kerala,1916,2945.4
kerala,1917,2704.8
kerala,1918,2501.9
kerala,1919,3003.1
kerala,1920,3303.2000000000003
kerala,1921,2719.9999999999995
kerala,1922,3267.7
kerala,1923,3484.9
kerala,1924,4226.3
kerala,1925,3062.2000000000003
kerala,1926,2965.3999999999996
kerala,1927,2994.8
kerala,1928,2502.7
kerala,1929,3361.6
kerala,1930,3017.9999999999995
kerala,1931,3259.5
kerala,1932,3403.1000000000004
kerala,1933,4072.7999999999997
kerala,1934,2410.7000000000003
kerala,1935,2498.1
kerala,1936,3043.0999999999995
kerala,1937,2818.1000000000004
kerala,1938,2634.1
kerala,1939,2937.5
kerala,1940,3117.7999999999993
kerala,1941,3111.2
kerala,1942,3051.0
kerala,1943,3464.3
kerala,1944,2489.8999999999996
kerala,1945,2432.3
kerala,1946,3565.5000000000005
kerala,1947,2998.0
kerala,1948,3039.2
kerala,1949,2942.5
kerala,1950,3146.7000000000003
kerala,1951,2705.6
kerala,1952,2334.8
kerala,1953,2544.7999999999997
kerala,1954,2937.9
kerala,1955,3134.6
kerala,1956,2798.3
kerala,1957,3103.2000000000003
kerala,1958,2923.1
kerala,1959,3746.2000000000003
kerala,1960,3385.6
kerala,1961,4257.9
kerala,1962,3375.8
kerala,1963,2651.0
kerala,1964,2869.2
kerala,1965,2342.4999999999995
kerala,1966,2621.8
kerala,1967,2569.1
kerala,1968,3392.7000000000003
kerala,1969,2664.9
kerala,1970,2703.3
kerala,1971,3076.7
kerala,1972,2739.2
kerala,1973,2412.4
kerala,1974,2767.5
kerala,1975,3498.4
kerala,1976,2068.8
kerala,1977,3047.6
kerala,1978,3176.7000000000003
kerala,1979,2503.1
kerala,1980,2803.4
kerala,1981,3005.8
kerala,1982,2223.3
kerala,1983,2320.4999999999995
kerala,1984,2762.2
kerala,1985,2390.8
kerala,1986,2093.4
kerala,1987,2137.6
kerala,1988,2403.3999999999996
kerala,1989,2422.6
kerala,1990,2693.3
kerala,1991,3184.5000000000005
kerala,1992,3239.3999999999996
kerala,1993,2717.7
kerala,1994,3410.7999999999997
kerala,1995,2858.8
kerala,1996,2609.8999999999996
kerala,1997,3252.5000000000005
kerala,1998,3151.4000000000005
kerala,1999,2914.7000000000003
kerala,2000,2412.4999999999995
kerala,2001,2931.0
kerala,2002,2507.5
kerala,2003,2394.7999999999997
kerala,2004,2885.9999999999995
kerala,2005,3031.2
kerala,2006,3420.6000000000004
kerala,2007,3489.6000000000004
kerala,2008,2524.7000000000003
kerala,2009,2810.7
kerala,2010,3131.9
kerala,2011,3035.2999999999993
kerala,2012,2151.2000000000003
kerala,2013,3255.5
kerala,2014,3046.6
kerala,2015,2600.7
lakshadweep,1901,1459.2000000000003
lakshadweep,1902,2158.8
lakshadweep,1903,1379.5
lakshadweep,1904,1176.9
lakshadweep,1905,1574.8999999999999
lakshadweep,1906,1811.6
lakshadweep,1907,1458.8000000000002
lakshadweep,1908,1959.1000000000001
lakshadweep,1909,1463.5
lakshadweep,1910,1849.2
lakshadweep,1911,1687.6999999999998
lakshadweep,1912,1654.9
lakshadweep,1913,1518.5
lakshadweep,1914,2034.0
lakshadweep,1915,1545.4999999999998
lakshadweep,1916,1398.5000000000002
lakshadweep,1917,68.6
lakshadweep,1919,1926.5000000000002
lakshadweep,1920,2050.8999999999996
lakshadweep,1921,1392.1
lakshadweep,1922,1928.5
lakshadweep,1923,1572.2
